# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C no_CAMI -g 3 -p | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/gene/sunzheng/tools/mOTUs_v2-master/motus profile -f /mnt/5-ds60t/sunzheng/zm/QIBEBT/2B-RAD/P3/software_test_2020.1220/data/sample1.left.fq.gz -r /mnt/5-ds60t/sunzheng/zm/QIBEBT/2B-RAD/P3/software_test_2020.1220/data/sample1.right.fq.gz -p -t 8 -o mOTUs2/Gut1_mOTUs2.txt
#consensus_taxonomy	NCBI_tax_id	unnamed sample
Polaribacter sp. [ref_mOTU_v25_04685]	NA	0.0000000000
Desulfotomaculum sp. [ref_mOTU_v25_04686]	NA	0.0000000000
Peptococcaceae bacterium BICA1-8 [ref_mOTU_v25_04687]	1531962	0.0000000000
Clostridiaceae bacterium BRH_c20a [ref_mOTU_v25_04688]	1629719	0.0000000000
Brevundimonas sp. DS20 [ref_mOTU_v25_04689]	1532555	0.0000000000
Clostridium kluyveri [ref_mOTU_v25_04691]	1534	0.0000000000
Kozakia baliensis [ref_mOTU_v25_04692]	153496	0.0000000000
Pseudomonas otitidis [ref_mOTU_v25_04693]	319939	0.0000000000
Thermoactinomyces sp. [ref_mOTU_v25_04694]	NA	0.0000000000
Paenibacillus borealis [ref_mOTU_v25_04695]	160799	0.0000000000
Alteromonas sp. [ref_mOTU_v25_04696]	NA	0.0000000000
Alteromonas sp. RW2A1 [ref_mOTU_v25_04697]	1917158	0.0000000000
Nocardia donostiensis [ref_mOTU_v25_04698]	1538463	0.0000000000
Methylomonas denitrificans/methanica [ref_mOTU_v25_04699]	NA	0.0000000000
Helicobacteraceae sp. [ref_mOTU_v25_04700]	NA	0.0000000000
Sulfurovum sp. FS08-3 [ref_mOTU_v25_04701]	1539065	0.0000000000
Turicibacter sanguinis [ref_mOTU_v25_04702]	154288	0.0000000000
Turicibacter sanguinis [ref_mOTU_v25_04703]	154288	0.0000000000
Paracoccus sanguinis [ref_mOTU_v25_04704]	1545044	0.0000000000
Marinitoga piezophila [ref_mOTU_v25_04705]	149715	0.0000000000
Porphyromonadaceae sp. [ref_mOTU_v25_04706]	NA	0.0000000000
Clostridium carboxidivorans [ref_mOTU_v25_04707]	217159	0.0000000000
Clostridium scatologenes/drakei [ref_mOTU_v25_04708]	NA	0.0000000000
Helicobacter hepaticus [ref_mOTU_v25_04709]	32025	0.0000000000
Helicobacter typhlonius [ref_mOTU_v25_04710]	76936	0.0000000000
Vitellibacter aquimaris [ref_mOTU_v25_04711]	1548749	0.0000000000
Aequorivita vladivostokensis [ref_mOTU_v25_04712]	171194	0.0000000000
Aliiroseovarius crassostreae [ref_mOTU_v25_04713]	154981	0.0000000000
Thioclava electrotropha/sediminum [ref_mOTU_v25_04714]	NA	0.0000000000
Thioclava nitratireducens [ref_mOTU_v25_04715]	1915078	0.0000000000
Ruthenibacterium lactatiformans [ref_mOTU_v25_04716]	1550024	0.0000000000
Blastococcus sp. DSM 44268 [ref_mOTU_v25_04717]	1550231	0.0000000000
Blastococcus sp. DSM 44205 [ref_mOTU_v25_04718]	1550233	0.0000000000
Eubacterium pyruvativorans [ref_mOTU_v25_04719]	155865	0.0000000000
Sphingomonas panacis [ref_mOTU_v25_04720]	1560345	0.0000000000
Sphingomonas sp. NFR15 [ref_mOTU_v25_04721]	1566282	0.0000000000
bacterium 2013Arg42i/2013Ark19i [ref_mOTU_v25_04722]	NA	0.0000000000
bacterium 2013Ark19i [ref_mOTU_v25_04723]	1561004	0.0000000000
Marinomonas sp. TW1 [ref_mOTU_v25_04724]	1561203	0.0000000000
Marinomonas posidonica [ref_mOTU_v25_04725]	936476	0.0000000000
Marinomonas sp. [ref_mOTU_v25_04726]	NA	0.0000000000
Marinomonas sp. MED121 [ref_mOTU_v25_04727]	314277	0.0000000000
Halobacillus sp. [ref_mOTU_v25_04728]	NA	0.0000000000
Frankia coriariae [ref_mOTU_v25_04729]	1562887	0.0000000000
Desulfovibrio sp. TomC [ref_mOTU_v25_04730]	1562888	0.0000000000
Desulfovibrio sp. DV [ref_mOTU_v25_04731]	1844708	0.0000000000
Porphyromonadaceae sp. [ref_mOTU_v25_04732]	NA	0.0000000000
Flavobacterium sp. [ref_mOTU_v25_04733]	NA	0.0000000000
Flavobacterium hydatis [ref_mOTU_v25_04734]	991	0.0000000000
Roseivirga seohaensis [ref_mOTU_v25_04735]	1914963	0.0000000000
Roseivirga ehrenbergii [ref_mOTU_v25_04736]	279360	0.0000000000
Pseudomonas graminis [ref_mOTU_v25_04737]	158627	0.0000000000
Pseudomonas lutea [ref_mOTU_v25_04738]	243924	0.0000000000
Pseudomonas abietaniphila [ref_mOTU_v25_04739]	89065	0.0000000000
Pseudomonas abietaniphila [ref_mOTU_v25_04740]	89065	0.0000000000
Pseudomonas sp. Bc-h [ref_mOTU_v25_04741]	1943632	0.0000000000
Pseudomonas sp. NFR16 [ref_mOTU_v25_04742]	1566248	0.0000000000
Rhizobium sp. [ref_mOTU_v25_04743]	NA	0.0000000000
Rhizobium sp. NFR03 [ref_mOTU_v25_04744]	1566263	0.0000000000
Rhizobium sp. 9140 [ref_mOTU_v25_04745]	1761900	0.0000000000
Rhizobium sp. [ref_mOTU_v25_04746]	NA	0.0000000000
Rhizobium sp. Leaf371 [ref_mOTU_v25_04747]	1736355	0.0000000000
Paenibacillus sp. 1_12 [ref_mOTU_v25_04748]	1566278	0.0000000000
Paenibacillus sp. FSL H7-0331 [ref_mOTU_v25_04749]	1920421	0.0000000000
Tardiphaga sp. OK245 [ref_mOTU_v25_04750]	1855306	0.0000000000
Tardiphaga robiniae [ref_mOTU_v25_04751]	943830	0.0000000000
Bradyrhizobium sp. NFR13 [ref_mOTU_v25_04752]	1566285	0.0000000000
Mucilaginibacter gossypii [ref_mOTU_v25_04753]	551996	0.0000000000
Mucilaginibacter gossypiicola [ref_mOTU_v25_04754]	551995	0.0000000000
Mycolicibacterium komanii [ref_mOTU_v25_04755]	1566885	0.0000000000
Mycobacterium sp. 852002-51961_SCH5331710 [ref_mOTU_v25_04756]	1834105	0.0000000000
Mycobacterium sp. 1164985.4 [ref_mOTU_v25_04757]	1834069	0.0000000000
Corynebacterium riegelii [ref_mOTU_v25_04758]	156976	0.0000000000
Corynebacterium sp. HMSC29G08 [ref_mOTU_v25_04759]	1581069	0.0000000000
Corynebacterium imitans [ref_mOTU_v25_04760]	156978	0.0000000000
Demequina sp. NBRC 110051 [ref_mOTU_v25_04761]	1570340	0.0000000000
Demequina sp. NBRC 110055 [ref_mOTU_v25_04762]	1570344	0.0000000000
Demequina sp. NBRC 110054 [ref_mOTU_v25_04763]	1570343	0.0000000000
Demequina salsinemoris [ref_mOTU_v25_04764]	577470	0.0000000000
Trichococcus ilyis [ref_mOTU_v25_04765]	640938	0.0000000000
Trichococcus flocculiformis [ref_mOTU_v25_04766]	82803	0.0000000000
Trichococcus pasteurii [ref_mOTU_v25_04767]	43064	0.0000000000
Trichococcus collinsii [ref_mOTU_v25_04768]	157076	0.0000000000
Neptunomonas phycophila [ref_mOTU_v25_04769]	1572645	0.0000000000
Salinicoccus sp. YB14-2 [ref_mOTU_v25_04770]	1572701	0.0000000000
Salinicoccus qingdaonensis [ref_mOTU_v25_04771]	576118	0.0000000000
Sutterella wadsworthensis [ref_mOTU_v25_04772]	40545	0.0000000000
Cyanobacteria sp. [ref_mOTU_v25_04773]	NA	0.0000000000
Leifsonia xyli [ref_mOTU_v25_04774]	1575	0.0000000000
Streptomyces sp. 150FB [ref_mOTU_v25_04775]	1576605	0.0000000000
Streptomyces sp. AcH 505 [ref_mOTU_v25_04776]	352211	0.0000000000
Thermus sp. 2.9 [ref_mOTU_v25_04777]	1577051	0.0000000000
Thermus brockianus [ref_mOTU_v25_04778]	56956	0.0000000000
Ruegeria sp. ANG-R [ref_mOTU_v25_04779]	1577903	0.0000000000
Ruegeria conchae [ref_mOTU_v25_04780]	981384	0.0000000000
Helicobacter ailurogastricus [ref_mOTU_v25_04781]	1578720	0.0000000000
Granulicatella adiacens [ref_mOTU_v25_04782]	46124	0.0000000000
Streptococcus sp. 263_SSPC [ref_mOTU_v25_04783]	1579343	0.0000000000
Streptococcus azizii [ref_mOTU_v25_04784]	1579424	0.0000000000
Bacillus solani [ref_mOTU_v25_04785]	1637975	0.0000000000
Bacillus praedii [ref_mOTU_v25_04786]	1742358	0.0000000000
Bacillaceae sp. [ref_mOTU_v25_04787]	NA	0.0000000000
Abiotrophia defectiva [ref_mOTU_v25_04788]	46125	0.0000000000
Neisseria elongata [ref_mOTU_v25_04789]	495	0.0000000000
Neisseria elongata [ref_mOTU_v25_04790]	495	0.0000000000
Corynebacterium coyleae [ref_mOTU_v25_04791]	53374	0.0000000000
Sphingobacterium sp. [ref_mOTU_v25_04792]	NA	0.0000000000
Sphingobacterium sp. CZ-UAM [ref_mOTU_v25_04793]	1933868	0.0000000000
Neisseria sp. [ref_mOTU_v25_04794]	NA	0.0000000000
Neisseria meningitidis [ref_mOTU_v25_04795]	487	0.0000000000
Neisseria subflava/meningitidis [ref_mOTU_v25_04796]	NA	0.0000000000
Neisseria flavescens [ref_mOTU_v25_04797]	484	0.0000000000
Neisseria sp. [ref_mOTU_v25_04798]	NA	0.0000000000
Actinomycetaceae sp. [ref_mOTU_v25_04799]	NA	0.0000000000
Rothia dentocariosa [ref_mOTU_v25_04800]	2047	0.0024398740
Corynebacterium jeikeium [ref_mOTU_v25_04801]	38289	0.0000000000
Corynebacterium jeikeium [ref_mOTU_v25_04802]	38289	0.0000000000
Corynebacterium jeikeium [ref_mOTU_v25_04803]	38289	0.0000000000
Trueperella bernardiae [ref_mOTU_v25_04804]	59561	0.0000000000
Corynebacterium sp. [ref_mOTU_v25_04805]	NA	0.0000000000
Corynebacterium sp. NML130628 [ref_mOTU_v25_04806]	1906333	0.0000000000
Corynebacterium sp. NML140438 [ref_mOTU_v25_04807]	1906334	0.0000000000
Xanthomonas albilineans [ref_mOTU_v25_04808]	29447	0.0000000000
Xanthomonas sp. [ref_mOTU_v25_04809]	NA	0.0000000000
Novosphingobium resinovorum [ref_mOTU_v25_04810]	158500	0.0000000000
Domibacillus tundrae [ref_mOTU_v25_04811]	1587527	0.0000000000
Domibacillus iocasae [ref_mOTU_v25_04812]	1714016	0.0000000000
Frigoribacterium sp. [ref_mOTU_v25_04813]	NA	0.0000000000
Frigoribacterium sp. Leaf186 [ref_mOTU_v25_04814]	1736293	0.0000000000
Parachlamydia acanthamoebae [ref_mOTU_v25_04815]	83552	0.0000000000
Tindallia californiensis [ref_mOTU_v25_04816]	159292	0.0000000000
Tindallia magadiensis [ref_mOTU_v25_04817]	69895	0.0000000000
Williamsia herbipolensis [ref_mOTU_v25_04818]	1603258	0.0000000000
Halanaeroarchaeum sulfurireducens [ref_mOTU_v25_04819]	1604004	0.0000000000
Pseudomonas coleopterorum/rhizosphaerae [ref_mOTU_v25_04820]	NA	0.0000000000
Sphingomonas wittichii [ref_mOTU_v25_04821]	160791	0.0000000000
Sphingomonas sp. YR710 [ref_mOTU_v25_04822]	1882773	0.0000000000
Acidithiobacillus ferrivorans [ref_mOTU_v25_04823]	160808	0.0000000000
Acidithiobacillus ferrooxidans [ref_mOTU_v25_04824]	920	0.0000000000
Candidatus Synechococcus spongiarum [ref_mOTU_v25_04825]	431041	0.0000000000
Filomicrobium insigne [ref_mOTU_v25_04826]	418854	0.0000000000
Halomonas salina/smyrnensis [ref_mOTU_v25_04827]	NA	0.0000000000
[Clostridium] citroniae [ref_mOTU_v25_04828]	358743	0.0000000000
Tessaracoccus flavus [ref_mOTU_v25_04829]	1610493	0.0000000000
Actinoalloteichus sp. [ref_mOTU_v25_04830]	NA	0.0000000000
Planomonospora sphaerica [ref_mOTU_v25_04831]	161355	0.0000000000
Planobispora rosea [ref_mOTU_v25_04832]	35762	0.0000000000
Microtetraspora malaysiensis/fusca [ref_mOTU_v25_04833]	NA	0.0000000000
Microtetraspora niveoalba [ref_mOTU_v25_04834]	46175	0.0000000000
Microtetraspora glauca [ref_mOTU_v25_04835]	1996	0.0000000000
Lactobacillus fructivorans/homohiochii [ref_mOTU_v25_04836]	NA	0.0000000000
Ignavibacteriales sp. [ref_mOTU_v25_04837]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04838]	NA	0.0000000000
Berkelbacteria bacterium [ref_mOTU_v25_04839]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04841]	NA	0.0000000000
bacterium CG2_30_37_16 [ref_mOTU_v25_04842]	1805401	0.0000000000
candidate division CPR2 bacterium [ref_mOTU_v25_04843]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04844]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04845]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_04846]	NA	0.0000000000
Candidatus Amesbacteria bacterium [ref_mOTU_v25_04847]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04848]	NA	0.0000000000
Candidatus Amesbacteria bacterium [ref_mOTU_v25_04849]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04850]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04851]	NA	0.0000000000
Candidatus Giovannonibacteria bacterium [ref_mOTU_v25_04852]	NA	0.0000000000
Candidatus Giovannonibacteria bacterium [ref_mOTU_v25_04853]	NA	0.0000000000
Candidatus Giovannonibacteria bacterium [ref_mOTU_v25_04854]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04855]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04856]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04858]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04859]	NA	0.0000000000
Candidatus Giovannonibacteria bacterium [ref_mOTU_v25_04860]	NA	0.0000000000
Candidatus Amesbacteria bacterium [ref_mOTU_v25_04861]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04862]	NA	0.0000000000
Candidatus Woesebacteria bacterium GW2011_GWC2_45_9 [ref_mOTU_v25_04863]	1618589	0.0000000000
Candidatus Amesbacteria bacterium GW2011_GWA2_42_12 [ref_mOTU_v25_04864]	1618356	0.0000000000
Candidatus Beckwithbacteria bacterium [ref_mOTU_v25_04865]	NA	0.0000000000
Candidatus Collierbacteria bacterium [ref_mOTU_v25_04866]	NA	0.0000000000
candidate division WWE3 bacterium [ref_mOTU_v25_04867]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04868]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04869]	NA	0.0000000000
Pseudomonadales sp. [ref_mOTU_v25_04870]	NA	0.0000000000
Candidatus Collierbacteria bacterium [ref_mOTU_v25_04871]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04872]	NA	0.0000000000
Candidatus Curtissbacteria bacterium [ref_mOTU_v25_04873]	NA	0.0000000000
Candidatus Curtissbacteria bacterium [ref_mOTU_v25_04875]	NA	0.0000000000
Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_02_FULL_42_15 [ref_mOTU_v25_04876]	1797716	0.0000000000
Candidatus Daviesbacteria bacterium [ref_mOTU_v25_04877]	NA	0.0000000000
Candidatus Daviesbacteria bacterium [ref_mOTU_v25_04878]	NA	0.0000000000
Candidatus Daviesbacteria bacterium [ref_mOTU_v25_04879]	NA	0.0000000000
Candidatus Daviesbacteria bacterium [ref_mOTU_v25_04880]	NA	0.0000000000
Candidatus Daviesbacteria bacterium [ref_mOTU_v25_04881]	NA	0.0000000000
Candidatus Daviesbacteria bacterium [ref_mOTU_v25_04882]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04884]	NA	0.0000000000
Candidatus Gottesmanbacteria bacterium [ref_mOTU_v25_04885]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04886]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04887]	NA	0.0000000000
Candidatus Gottesmanbacteria bacterium [ref_mOTU_v25_04888]	NA	0.0000000000
Candidatus Gottesmanbacteria bacterium [ref_mOTU_v25_04889]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04890]	NA	0.0000000000
Microgenomates group bacterium [ref_mOTU_v25_04891]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04892]	NA	0.0000000000
Parcubacteria group bacterium GW2011_GWA2_46_10 [ref_mOTU_v25_04893]	1618835	0.0000000000
Bacteria sp. [ref_mOTU_v25_04894]	NA	0.0000000000
Candidatus Gottesmanbacteria bacterium [ref_mOTU_v25_04897]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04898]	NA	0.0000000000
Candidatus Levybacteria bacterium [ref_mOTU_v25_04900]	NA	0.0000000000
Candidatus Levybacteria bacterium [ref_mOTU_v25_04901]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04902]	NA	0.0000000000
Candidatus Levybacteria bacterium [ref_mOTU_v25_04903]	NA	0.0000000000
Candidatus Levybacteria bacterium [ref_mOTU_v25_04904]	NA	0.0000000000
Candidatus Pacebacteria bacterium [ref_mOTU_v25_04905]	NA	0.0000000000
Candidatus Roizmanbacteria bacterium [ref_mOTU_v25_04906]	NA	0.0000000000
Candidatus Roizmanbacteria bacterium [ref_mOTU_v25_04907]	NA	0.0000000000
Candidatus Shapirobacteria bacterium [ref_mOTU_v25_04908]	NA	0.0000000000
Candidatus Shapirobacteria bacterium [ref_mOTU_v25_04909]	NA	0.0000000000
Microgenomates group bacterium [ref_mOTU_v25_04910]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04911]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04912]	NA	0.0000000000
Candidatus Magasanikbacteria bacterium [ref_mOTU_v25_04913]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04914]	NA	0.0000000000
Candidatus Curtissbacteria bacterium [ref_mOTU_v25_04915]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04916]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04918]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04919]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04920]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04921]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04922]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04923]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04924]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04925]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04926]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04927]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04928]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04929]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04930]	NA	0.0000000000
Candidatus Woesebacteria bacterium [ref_mOTU_v25_04931]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04932]	NA	0.0000000000
Candidatus Woesebacteria bacterium GW2011_GWD2_40_19 [ref_mOTU_v25_04933]	1618595	0.0000000000
Candidatus Adlerbacteria bacterium [ref_mOTU_v25_04934]	NA	0.0000000000
Candidatus Azambacteria bacterium [ref_mOTU_v25_04936]	NA	0.0000000000
Candidatus Yonathbacteria bacterium [ref_mOTU_v25_04938]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04939]	NA	0.0000000000
Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_22 [ref_mOTU_v25_04940]	1802669	0.0000000000
Bacteria sp. [ref_mOTU_v25_04941]	NA	0.0000000000
Candidatus Azambacteria bacterium [ref_mOTU_v25_04942]	NA	0.0000000000
Candidatus Campbellbacteria bacterium [ref_mOTU_v25_04943]	NA	0.0000000000
Candidatus Campbellbacteria bacterium [ref_mOTU_v25_04944]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04945]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04946]	NA	0.0000000000
Candidatus Falkowbacteria bacterium [ref_mOTU_v25_04947]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04948]	NA	0.0000000000
Candidatus Giovannonibacteria bacterium [ref_mOTU_v25_04949]	NA	0.0000000000
Candidatus Jorgensenbacteria bacterium [ref_mOTU_v25_04950]	NA	0.0000000000
Candidatus Jorgensenbacteria bacterium [ref_mOTU_v25_04951]	NA	0.0000000000
Candidatus Jorgensenbacteria bacterium [ref_mOTU_v25_04952]	NA	0.0000000000
Candidatus Kaiserbacteria bacterium [ref_mOTU_v25_04953]	NA	0.0000000000
Candidatus Kuenenbacteria bacterium [ref_mOTU_v25_04954]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04955]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04956]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04957]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04958]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04959]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04960]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04961]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04962]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04963]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04964]	NA	0.0000000000
Candidatus Magasanikbacteria bacterium [ref_mOTU_v25_04965]	NA	0.0000000000
Candidatus Moranbacteria bacterium [ref_mOTU_v25_04966]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04968]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04969]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04970]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04971]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04972]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04973]	NA	0.0000000000
candidate division WWE3 bacterium [ref_mOTU_v25_04975]	NA	0.0000000000
Deltaproteobacteria sp. [ref_mOTU_v25_04976]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04977]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04978]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04979]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04980]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04981]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04982]	NA	0.0000000000
Candidatus Nomurabacteria bacterium [ref_mOTU_v25_04983]	NA	0.0000000000
Candidatus Zambryskibacteria bacterium [ref_mOTU_v25_04984]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04985]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04987]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_04988]	NA	0.0000000000
Corynebacterium kroppenstedtii [ref_mOTU_v25_04989]	161879	0.0000000000
Corynebacterium kroppenstedtii [ref_mOTU_v25_04990]	161879	0.0000000000
Bacteria sp. [ref_mOTU_v25_04991]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_04992]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04994]	NA	0.0000000000
Candidatus Yanofskybacteria bacterium [ref_mOTU_v25_04995]	NA	0.0000000000
Candidatus Taylorbacteria bacterium [ref_mOTU_v25_04996]	NA	0.0000000000
Candidatus Zambryskibacteria bacterium [ref_mOTU_v25_04997]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_04998]	NA	0.0000000000
Candidatus Campbellbacteria bacterium RIFCSPLOWO2_02_35_12 [ref_mOTU_v25_04999]	1797580	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_05000]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05001]	NA	0.0000000000
Parcubacteria group bacterium GW2011_GWB1_41_6 [ref_mOTU_v25_05002]	1618869	0.0000000000
Bacteria sp. [ref_mOTU_v25_05003]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05004]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05005]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05006]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05007]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05009]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05012]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05013]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05014]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_05017]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_05018]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05019]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05020]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05021]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_05022]	NA	0.0000000000
Spirochaetes sp. [ref_mOTU_v25_05023]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05025]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05026]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05027]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05028]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05029]	NA	0.0000000000
Parcubacteria group bacterium [ref_mOTU_v25_05030]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05031]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05032]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05033]	NA	0.0000000000
Corynebacterium camporealensis [ref_mOTU_v25_05034]	161896	0.0000000000
Bacteria sp. [ref_mOTU_v25_05035]	NA	0.0000000000
Candidatus Uhrbacteria bacterium [ref_mOTU_v25_05036]	NA	0.0000000000
Candidatus Uhrbacteria bacterium [ref_mOTU_v25_05037]	NA	0.0000000000
Candidatus Uhrbacteria bacterium [ref_mOTU_v25_05038]	NA	0.0000000000
Candidatus Uhrbacteria bacterium [ref_mOTU_v25_05039]	NA	0.0000000000
Candidatus Uhrbacteria bacterium [ref_mOTU_v25_05040]	NA	0.0000000000
Candidatus Wolfebacteria bacterium [ref_mOTU_v25_05041]	NA	0.0000000000
Candidatus Wolfebacteria bacterium [ref_mOTU_v25_05042]	NA	0.0000000000
Candidatus Wolfebacteria bacterium [ref_mOTU_v25_05043]	NA	0.0000000000
Candidatus Wolfebacteria bacterium [ref_mOTU_v25_05044]	NA	0.0000000000
Candidatus Yanofskybacteria bacterium [ref_mOTU_v25_05045]	NA	0.0000000000
Candidatus Yanofskybacteria bacterium [ref_mOTU_v25_05046]	NA	0.0000000000
Candidatus Yanofskybacteria bacterium [ref_mOTU_v25_05047]	NA	0.0000000000
Candidatus Magasanikbacteria bacterium [ref_mOTU_v25_05048]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05049]	NA	0.0000000000
Bacteria sp. [ref_mOTU_v25_05050]	NA	0.0000000000
Candidatus Wolfebacteria bacterium RIFOXYB1_FULL_54_12 [ref_mOTU_v25_05051]	1802559	0.0000000000
